date,dzdt
2012-08-28 13:00:00+00:00,0.39
2012-12-27 06:00:00+00:00,0.16
2012-12-27 07:00:00+00:00,-0.18
2012-12-27 08:00:00+00:00,-0.18
2012-12-27 12:00:00+00:00,0.26
2012-12-27 13:00:00+00:00,0.23
2012-12-28 08:00:00+00:00,-0.22
2012-12-28 10:00:00+00:00,0.36
2012-12-28 15:00:00+00:00,-0.23
2012-12-28 16:00:00+00:00,-0.27
2012-12-28 18:00:00+00:00,-0.29
2012-12-28 19:00:00+00:00,-0.38
2012-12-28 20:00:00+00:00,-0.19
2012-12-28 22:00:00+00:00,-0.26
2012-12-28 23:00:00+00:00,0.26
2012-12-29 00:00:00+00:00,0.26
2012-12-29 01:00:00+00:00,0.26
2012-12-29 02:00:00+00:00,0.17
2012-12-29 04:00:00+00:00,0.65
2012-12-29 05:00:00+00:00,-1.09
2012-12-29 06:00:00+00:00,-0.46
2012-12-29 07:00:00+00:00,-0.46
2012-12-29 08:00:00+00:00,1.34
2012-12-29 09:00:00+00:00,-0.59
2012-12-29 10:00:00+00:00,-0.86
2012-12-29 16:00:00+00:00,0.54
2012-12-29 17:00:00+00:00,1.12
2013-01-02 10:00:00+00:00,0.17
2013-01-02 11:00:00+00:00,-0.19
2013-01-25 18:00:00+00:00,-0.16
2013-01-26 16:00:00+00:00,-0.58
2013-01-26 17:00:00+00:00,-0.28
2013-01-26 18:00:00+00:00,-0.38
2013-01-26 21:00:00+00:00,0.92
2013-01-26 22:00:00+00:00,-0.75
2013-01-27 01:00:00+00:00,-0.58
2013-01-27 02:00:00+00:00,0.25
2013-01-27 03:00:00+00:00,0.19
2013-01-27 06:00:00+00:00,0.38
2013-01-27 12:00:00+00:00,0.57
2013-01-27 13:00:00+00:00,0.15
2013-01-27 14:00:00+00:00,-0.76
2013-01-27 16:00:00+00:00,0.29
2013-01-27 17:00:00+00:00,-0.33
2013-01-28 12:00:00+00:00,0.20
2013-01-28 14:00:00+00:00,-0.22
2013-01-28 18:00:00+00:00,0.39
2013-01-28 19:00:00+00:00,-0.29
2013-01-29 00:00:00+00:00,0.19
2013-01-29 01:00:00+00:00,-0.20
2013-01-29 02:00:00+00:00,0.30
2013-01-29 03:00:00+00:00,-0.27
2013-01-29 08:00:00+00:00,0.25
2013-01-29 09:00:00+00:00,-0.18
2013-01-29 10:00:00+00:00,-0.28
2013-01-29 11:00:00+00:00,0.56
2013-01-29 13:00:00+00:00,-0.21
2013-01-29 18:00:00+00:00,-0.16
2013-01-29 19:00:00+00:00,0.29
2013-01-29 20:00:00+00:00,-0.33
2013-01-30 00:00:00+00:00,0.28
2013-01-30 01:00:00+00:00,-0.45
2013-01-30 03:00:00+00:00,0.33
