date,dzdt
2007-08-31 13:00:00+00:00,-1.02
2007-08-31 14:00:00+00:00,1.01
2009-07-19 17:00:00+00:00,-0.66
2009-07-19 18:00:00+00:00,0.64
2009-08-23 23:00:00+00:00,-0.50
2011-08-25 15:00:00+00:00,0.53
2011-08-28 22:00:00+00:00,0.45
2011-08-28 23:00:00+00:00,0.45
2011-08-30 10:00:00+00:00,0.16
2011-08-30 12:00:00+00:00,0.24
2011-08-31 09:00:00+00:00,0.15
2011-08-31 13:00:00+00:00,-0.18
2011-08-31 17:00:00+00:00,-0.16
2011-09-01 09:00:00+00:00,0.16
2011-09-01 11:00:00+00:00,0.17
2011-09-01 19:00:00+00:00,-0.19
2011-09-02 17:00:00+00:00,0.17
2011-09-02 18:00:00+00:00,-0.17
2011-09-02 19:00:00+00:00,-0.17
2011-09-05 14:00:00+00:00,-0.20
2011-09-11 13:00:00+00:00,0.18
2011-09-11 18:00:00+00:00,-0.16
2011-09-12 09:00:00+00:00,0.17
2011-09-12 10:00:00+00:00,0.18
2011-09-13 10:00:00+00:00,0.15
2011-11-12 11:00:00+00:00,0.20
2011-11-18 13:00:00+00:00,0.16
2011-11-19 04:00:00+00:00,0.16
2011-12-01 21:00:00+00:00,-0.15
2011-12-18 00:00:00+00:00,-0.22
2011-12-18 01:00:00+00:00,-0.16
2012-01-22 19:00:00+00:00,0.16
2012-02-02 07:00:00+00:00,0.31
2012-02-04 12:00:00+00:00,0.18
2012-02-04 14:00:00+00:00,0.21
2012-02-04 15:00:00+00:00,-0.29
2012-02-05 12:00:00+00:00,0.30
2012-02-07 06:00:00+00:00,0.26
2012-02-09 15:00:00+00:00,-0.18
2012-02-09 17:00:00+00:00,-0.21
2012-02-10 12:00:00+00:00,0.15
2012-02-11 12:00:00+00:00,0.21
2012-02-11 13:00:00+00:00,0.16
2012-02-12 20:00:00+00:00,0.28
2012-02-14 14:00:00+00:00,0.21
2012-02-14 15:00:00+00:00,-0.24
2012-02-14 16:00:00+00:00,-0.21
2012-02-14 23:00:00+00:00,0.23
2012-02-15 15:00:00+00:00,0.16
2012-02-15 16:00:00+00:00,-0.24
2012-02-17 11:00:00+00:00,0.19
2012-02-17 12:00:00+00:00,0.24
2012-02-17 18:00:00+00:00,-0.18
2012-02-18 11:00:00+00:00,0.24
2012-02-19 11:00:00+00:00,0.24
2012-02-19 12:00:00+00:00,0.32
2012-02-19 17:00:00+00:00,-0.21
2012-02-19 18:00:00+00:00,-0.29
2012-02-19 19:00:00+00:00,-0.27
2012-02-20 11:00:00+00:00,0.19
